"theme","type","type-acronyme","organisme","organisme-acronyme","url","email","telephone"
"Social, santé","Mutualité sociale agricole",,"Mutualité sociale agricole (MSA) Sud-Champagne - accueil de Vecqueville",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Agen",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Aix-en-Provence",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Ajaccio",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Amboise",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Angers",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Antibes",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Armentières",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Arpajon",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Arques",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Aubagne",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Aussillon",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Auxerre",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Avon",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bagnols-sur-Cèze",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Ballainvilliers",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bassens",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Baugé-en-Anjou",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Berck-sur-Mer",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bergerac",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bergues",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bernay",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Béthune",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Béziers",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Biéville-Beuville",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Biscarrosse",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bischwiller",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bois-Colombes",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bordeaux",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Boulogne-Billancourt",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bourges",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bourgoin-Jaillieu",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bréhan",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Brest",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Bréviandes",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Briançon",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Brive-la-Gaillarde",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Calaisis",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Carvin",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Chamalières",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Châteauneuf-sur-Charente",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Chatellerault",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Cholet",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Cormeilles-en-Parisis",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Criquetot-l'Esneval",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Digne-les-Bains",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Dijon",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Douai",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Douarnenez",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Drefféac",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Falaise",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Fort-de-France",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Fréjus",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Frontignan",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Gauchin-Verloingt",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Glanes",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Gleizé",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Grugny",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Ingrandes-le-Fresne-sur-Loire",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Istres",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Jouy-aux-Arches",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - L'Isle-sur-la-Sorgue",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Labenne",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - La Garde",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Lamballe",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - La Rochelle",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - La Seyne-sur-Mer",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Cateau-Cambrésis",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Chambon-Feugerolles",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Mans",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Mans",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Pontet",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Quesnoy",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Le Val-d'Ajol",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Lille",,,,
"Social, santé","Plateforme d'accompagnement et de répit pour les aidants de personnes âgées",,"Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Limoges",,,,
